unit_index,unit_title,lesson_index,lesson_title,video_index,video_title,video_url,content_kind,youtube_id,duration_seconds,transcript_file,transcript
3,Parts of speech: the pronoun,1,Introduction to pronouns,1,What is a pronoun?,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/introduction-to-pronouns/v/what-is-a-pronoun-the-parts-of-speech-grammar,Video,nkjKPhleQ5E,120,transcripts\unit-03\lesson-01-01-What-is-a-pronoun.txt,"- [Voiceover] Hello grammarians. We're going to start talking about pronouns today, and of course that begins with the question, What are pronouns? Allow me to answer that question by way of a demonstration. Emma laughed so hard, milk came out of Emma's nose. Zach lifted the log. Zach found a worm under the log. So, these sentences don't have pronouns, but what they do have is repeated nouns. Here we have Emma and then we say Emma's again, and then we say Zach and the log, and then we say Zach and the log. But, people are smart, right? We have relatively long attention spans, and so if we start off a sentence talking about Emma, and we're pretty sure that we're still talking about Emma, we don't need to say that name twice. We don't need to say Emma and then Emma again. So, what a pronoun does is it allows you to take out the unnecessary noun when we're very certain we know what we're talking about. So you don't have to say Emma a million times, you can replace Emma with her. Same thing applies to the second two sentences. We don't have to keep on mentioning Zach and the log when we know what we're talking about. So the first sentence would still read Zach lifted the log, but then in the second sentence we can replace the name Zach, since we already know who we're talking about, with the word he, and we can replace this little phrase, the log, with it, since we know we're talking about the log. Now, words like her and he and it are all pronouns. So, what are pronouns? They are words that stand in for other words. Now, obviously, her, he, and it are not the only pronouns in English, but for now I just want you to think about the idea that a pronoun is a word that stands in for another word. You can learn anything. David out."
3,Parts of speech: the pronoun,1,Introduction to pronouns,2,Personal pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/introduction-to-pronouns/v/personal-pronouns-the-parts-of-speech-grammar,Video,qtkivKA4h9w,225,transcripts\unit-03\lesson-01-02-Personal-pronouns.txt,"- [Instructor] Hello, grammarians, let's talk about personal pronouns, but first let me lay some sentences on you. Jake and I baked a loaf of bread. We baked a loaf of bread. You can learn anything. My friends are cool. They are cool. Now I'm gonna circle a few of these words, so the ones I wrote in yellow, and point them out to you. I, we, you, my, they, these are personal pronouns. They're pronouns that change depending on how you're using them. On whether you're using them as the object of a sentence, as the subject to show ownership, and so on. But we'll get to those in later videos. For now, I'm gonna talk about the three basic types of English pronoun. Broadly speaking, there are pronouns about me, pronouns about you, and pronouns about something or someone else. This is an idea called grammatical person. Pronouns about me are first person, pronouns about you are second person, and pronouns about something or someone else are third person. So, when I say I love my dog, Phryne. I is a first person pronoun. In the sentence, she is an excellent dog, where she subs out for Phryne, she is a third person pronoun. Here is a picture of Phryne, I think we can all agree, she is perfect. Thank you. Okay. So what I want to do here is fill out this table with some of the basic pronouns we use to talk about ourselves divided between singular, that is one person, and plural, or more than one person. Some first person pronouns are I, me, my, and mine. But what if there's more than one of me? What if I'm part of a group and I wanna refer to that group? Well, then I'd use a plural pronoun like we, us, our, or ours. Second and third person are interesting because they have pronouns that pull double duty. In second person, the singular and plural are identical. Singular second person is you, your, and yours. And plural second person is the same, you, your, and yours. That is to say, it's the same whether or not you're referring to one person, here in singular, or many people, here in plural. Understanding whether you meet one you or a plural you depends on context. And it's usually very easy to figure out. Third person pronouns belong to the most crowded category because the world is full of things and people who are neither me nor you. For singular pronouns we have she, her, and hers, he, him, and his, they, them, their and theirs and it, and its. They, like you, can refer to both a single person or multiple people, but it doesn't specify a gender like she and he do. This is extremely useful. I'd take note that the word it only refers to inanimate objects and sometimes non-human animals, but never to people. A robot? Yes. A person? Not so much. Now, in the plural category, much simpler, we have they, them, their, and theirs. Similar to singular versus plural you singular versus plural they depends on context and it'll be obvious from the words around it which one you mean. This is a lot of information to swallow. Pause this if you need to practice saying the different pronouns aloud, do the exercises on the Khan Academy site or app. This is not the only time I'll be talking about personal pronouns in this course. So we have an opportunity to go deeper, especially if you want to know more about the history of the singular use of they, which is super cool. In the meantime, please enjoy this second image of my dog, Phryne, who is, again, as I said, a perfect dog. You can learn anything. David out."
3,Parts of speech: the pronoun,2,Possessive and reflexive pronouns,1,Possessive pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/possessive-and-reflexive-pronouns/v/possessive-pronouns-the-parts-of-speech-grammar,Video,bhzh8VDykc4,292,transcripts\unit-03\lesson-02-01-Possessive-pronouns.txt,"- [Voiceover] All right grammarians, let's get down to it, and start talking about possessive pronouns. A possessive pronoun is a pronoun that we use to show possession of something which is just sort of a fancy way of saying ""you have it."" So possession equals having stuff. Now we can essentially divide possessive pronouns in half, because on this side of the divide, we have a list of pronouns that behave like adjectives, and on this side, we have a group of pronouns that behave like nouns. I'll list them and then we'll give some examples. So the possessive pronoun that behaves like an adjective for me is my. The possessive pronoun that behaves like a noun for me is mine. Our behaves like an adjective; ours behaves like a noun. Your behaves like an adjective; yours behaves like a noun. Her behaves like an adjective; hers behaves like a noun. His behaves like an adjective; his behaves like a noun. Its behaves like an adjective; its behaves like a noun. And their behaves like an adjective, and theirs behaves like a noun. Now I'd like to point out that nowhere in any of these words does there appear such a thing as an apostrophe. That little guy. I know this much is true: there are no apostrophes in possessive pronouns. So it's not ours, it's ours, like that. It's not yours with an apostrophe like that, it's yours with no apostrophe. Likewise it's not hers, his, it's is the big one. That means something entirely different. Or theirs. Across all varieties of English, the possessive pronouns don't have any apostrophes in them. So this is a very handsome looking chart if I do say so myself, but it doesn't really do the work of explaining what I mean by saying my behaves like an adjective, and mine behaves like a noun. So let me get some example sentences down and we'll see what I mean. So let's say that there was a book that I owned. How would I talk about it? Well I could do it two different ways using these possessive pronouns. I could say, ""That is my book."" And here my is working as an adjective that modifies and describes book. Or I could say, ""That book is mine."" And here we're using is to connect book to mine, and so in that case we're using mine as a noun. How do we know it's acting like a noun? Because we can use it independently of the word book. So if someone says to me, ""David, where is your book?"" I can say, ""Mine is on the bedside table."" Nowhere in this sentence does the word book appear, but we can use mine independently because we've established in a previous sentence that the thing we're talking about is this book. So let's talk about my coworker Girish. Nice fella. And let's say that Girish has a very nice hat. ""We would say, ""That is Girish's hat."" This is what we'd call a possessive noun. But talking of Girish again, we could say, ""That is his hat."" Now we're using that possessive pronoun as an adjective to modify hat. Whose hat is it? It is his hat. If we wanted to use the personal pronoun that acted like a noun, we would say, ""That hat is his."" And we can also use his independently of the word hat by saying, ""His is the hat with polka dots."" So we've got two piles of possessive pronouns here. And one pile behaves like adjectives: my, our, your, her, his, its, their, and the other behaves like nouns: mine, ours, yours, hers, his, its, theirs. And remember, none of them contain an apostrophe. You can learn anything. David out."
3,Parts of speech: the pronoun,2,Possessive and reflexive pronouns,2,Reflexive pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/possessive-and-reflexive-pronouns/v/reflexive-pronouns-the-parts-of-speech-grammar,Video,Zoh8XpfcF-c,310,transcripts\unit-03\lesson-02-02-Reflexive-pronouns.txt,"- [Voiceover] Hello, grammarians. Let's talk about reflexive pronouns and just as a word of warning, this means I'm going to be talking about myself a lot. What I mean is that, in English, we have this distinction between the personal pronoun, so for example, me, and its reflexive pronoun, which is myself. And we use these pronouns in very specific cases. So I'm gonna show you what all of those reflexive pronouns look like contrasted with their personal pronoun forms and then we're going to talk about how we use them. So in the first person we say the personal pronoun is me, the reflexive pronoun is myself. The first person plural personal pronoun is us and the reflexive form of that is ourselves. Then in the second person, both plural and singular personal pronoun is you and then, in the reflexive it can be either yourself when you're addressing one person or yourselves when the ""you"" you are talking to consists of more than one person. The singular third person pronouns look like this it, her, and him and their reflective versions are as follows... itself, herself, and himself. Finally, the personal pronoun them becomes the reflexive pronoun, themselves. Now, all of these are what we would call object pronouns. They can all be the object of a verb. So they're never the do-ers, they're always the do-ees. With the exception of you or it, none of these pronouns can be the subject of a sentence. In Standard American English, it is not grammatical to say ""Me eat a cookie"" for example. It's part of why Cookie Monster sounds so funny. So then the question becomes, when do you use these? So the place for these object pronouns to go is in the back end of a sentence. what we call the predicate, where the object of the verb lives. So, for example, ""She poked me."" She is the subject of the sentence and me is the object, is the object of the verb poked. It is the do-ee, it is the thing that something is done to not the do-er. So that's when you'd use object pronouns, generally. But, when do you use reflexive pronouns? You use reflexive pronouns when the subject and the object of a sentence are the same thing. Let me show you an example sentence. Janelle made herself breakfast. So in this sentence, herself and Janelle are the same person as opposed to the other possibility which is Janelle making breakfast for someone else. Janelle made us breakfast, and in this case, this usage is not reflective. She's not doing a thing for herself or to herself. She's making breakfast for other people. And so, you'd just use the regular personal object pronoun there. You can only use the reflexive pronoun when the subject and the object of the sentence are the same thing. Janelle is the same thing as herself. Janelle is not the same thing as us, so we would say us here and not ourselves. How about this one? Roderick saw me in the mirror. Now I am not named Roderick. I am not the same thing as Roderick, and if I were writing a sentence about myself, I would say, I saw myself in the mirror. Roderick and I, me, are not the same person. I and myself are the same person. The same person as Roderick is Roderick. So if we were to say, Roderick saw Roderick in the mirror, we would render that as, Roderick saw himself because the subject here and the object here are the same thing. So remember, you use reflexive pronouns when the subject and the object of a sentence are the same thing. It's really easy to get tripped up this way, especially if there's a compound object in the sentence. For example, you can talk to Vidya or myself. I see this all the time, and in Standard American English this is not correct because you is not the same thing as me. And it's easy to get confused because you're talking about two people here in this object and that's a little befuddling. It kind of throws you off. And so there's a test you can do. If you're unsure of whether or not it should be Vidya or myself or Vidya or me, which is what I would say, how do you tell? Take the other person out of the object, just for a little bit. So would you say, you can talk to myself or would you say, you can talk to me? Well, since we know you is not the same thing as myself, and you can only use reflexive pronouns when the subject and the object are the same thing, the answer is me. So then, we bring Vidya back, we bring the other part of the object back, and it becomes, you can talk to Vidya or me. So when in doubt, sub it out. Take the other part of the object and just pretend it's not there and just think about how the subject and the object connect. Chances are, you won't actually end up using a reflexive pronoun. Perform that little check and you'll never go wrong. You can learn anything. David out."
3,Parts of speech: the pronoun,3,Relative pronouns,1,Relative pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/relative-pronouns/v/relative-pronouns-the-parts-of-speech-grammar,Video,ZHzKQkX3IxI,116,transcripts\unit-03\lesson-03-01-Relative-pronouns.txt,"- [Voiceover] Grammarians, we're gonna talk about relative pronouns today and what relative pronouns do is they link clauses together, specifically, independent and dependent clauses, and if you don't know what independent and dependent clauses are, that's okay, just, suffice it to say, that these pronouns allow you to staple phrases together. For example, in the sentence, the man who sold the world is coming by on Tuesday, the pronoun who, is the relative pronoun there, it's linking the independent clause, the man is coming by on Tuesday to the dependent clause, sold the world. The relative pronouns of English are who, whom, whose, that and which, and we use them all for different things. So, we can use who, whom, whose and that to refer to people, and we can use whose, that and which to refer to things. Let me show you. You could say, the salad that I bought was wilted. But at the same time, I can also use that in this sentence. The man that I saw smiled. See, I'm using that to refer to him. I could also use who, but the word which, however, does not play very nicely with people. In the sentence, the witch who cast the spell is kind, we could use either the witch who cast the spell or the witch that cast the spell because both that and who work with people. But which, strangely, does not. So we couldn't say, for example, the witch which owns a cat is cruel. That's just now how the language shook out, which is not a relative pronoun that applies to people. These are the relative pronouns of English, this is broadly how they work and I'm gonna get into more specifics in following videos. You can learn anything, David out."
3,Parts of speech: the pronoun,3,Relative pronouns,2,"""That"" versus ""which""",https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/relative-pronouns/v/that-versus-which-the-parts-of-speech-grammar,Video,6Js8tBCfbWk,341,transcripts\unit-03\lesson-03-02-That-versus-which.txt,"- [Voiceover] Hello grammarians, we're gonna talk about that versus which but I would like to start off by saying that in the study of grammar there's basically this long, on-going fight between two camps and it's between the prescriptivists, who believe that language has concrete rules that need to be abided by, and the descriptivists, who also believe that language has rules, but see language as more subject to change than the prescriptivists would like. Now I find myself to be right in-between these two camps which frequently makes me feel like I want to stick out my hands and say, ""You guys stop fighting. ""You're both right."" All of this is to say that Bryan Garner, the prescriptive author of my main usage manual, Garner's Modern American Usage, is not a fan of the word which. He thinks it's ruined more sentences than any other word in English through its overuse. On the other hand Geoffrey Pullum, one of the editors of my descriptive Cambridge Grammar of English says that this position of Garner's is utter bunkum and nonsense and that upon review of the entire body of English literature, the rules about which and that are largely made up. This is why it's so hard to get a good straight answer to that versus which on the Internet because everyone is arguing at once. Because half the people say that there are definite rules and then half the other people say, ""The rules don't matter dude."" But a prolonged study of both camps has led me to determine that there are distinctions in usage. There is a time to use that and a time to use which. From this entire argument, from these generations of just bickering, I have sussed out two distinctions. Distinction one, that is bad with commas. Distinction two, which is bad with people. So, let's start with distinction number one that that is bad with commas. Now Bryan Garner says that most of the time, nine times out of ten in fact, he says if you want to use a relative pronoun and you're trying to choose between that and which you should probably use that and the one time out of ten that you do want to use which, you're supposed to use a comma first. So, a comma, which, as in, ""The carrot, which was orange, was tasty."" So you can write it that way with this little comma-net, but you can also write it without, as in ""The carrot which was orange was tasty."" Now the distinction between these two sentences is the distinction between non-restrictive and restrictive relative clauses. Because the carrot, comma, which was orange, comma, was tasty means that you could take out the comma-bracketed clause without changing the meaning of the sentence. ""The carrot was tasty."" But, the carrot, no comma, which was orange, no comma, was tasty that which part is a restrictive clause. The fact that the carrot is orange is essential to the sentence. ""The carrot which was orange was tasty,"" doesn't preclude the idea that there might have been a non-orange, non-tasty carrot involved somewhere else. However, if we try to use that in a non-restrictive way, to say, ""The carrot, that was orange, was tasty,"" it, to me, and to other native English speakers, that just sounds a little weird. It's not ungrammatical, per se. There's nothing about the word that or which that says, ""This is what it must be used for."" But, of all the combinations that could be made using either which or that or commas or not commas, that, with commas, is the least common, and that is why to me, as a speaker and writer of standard-American English, it doesn't look regular. And to try that once more, without commas, now we have, ""The carrot that was orange was tasty."" This is restrictive usage again. And this one works. So, number one works. Number two works. Number three is weird, and number four is fine. So, the distinction here is that that just doesn't play well with commas. That's distinction number one. Okay, so distinction number two, which is bad with people. So the way I like to remember this is that I imagine a witch who does not like other people. So I just imagine a kind of a cranky witch who lives all alone in a house in the woods, and anytime someone comes up to her house and asks her if she wants a subscription to a magazine, or does she want to come over for dinner, she says, ""Blah!"", and she slams the door. The which witch doesn't like people. So the way this shakes out is that which doesn't refer to people, and that can refer to anything. This is also really strange and it portrays a prejudice, in English, toward human beings. Check this out. To prove this, let me throw some sentence fragments at you. ""The dog that I saw, the snow that fell, ""the woman that boarded the plane,"" all of these are fine. Let's try them again with which. ""The dog which I saw, the snow which fell, ""the woman which boarded the plane,"" now, this to me, as a native speaker of English, doesn't sound right. It should either be who or that. And again, this isn't because of some kind of rule of official grammar. This is just the way that the language has shaken out. Which just doesn't have a connotation of human beings. So that's the essential distinction. That doesn't like commas. Which is bad with people. You can learn anything. David out."
3,Parts of speech: the pronoun,3,Relative pronouns,3,"""Who"" versus ""whom""",https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/relative-pronouns/v/who-versus-whom-the-parts-of-speech-grammar,Video,bPqMLKXoEac,287,transcripts\unit-03\lesson-03-03-Who-versus-whom.txt,"- [Voiceover] Hello grammarians. Welcome to one the thorniest fights in English usage today. The question of whether or not you should use who or whom in a sentence as a relative pronoun. So there's this basic idea that who is the subject form, and whom is the object form. Which means that if we're talking about someone who is the doer, then we say who. As in, the spy who loved me. As opposed to someone who is the doee, the object. As in, the spy whom I loved. You see, cause in this sentence, who is the subject. And in this sentence, I is the subject. Me is the object. And whom is the object. I loved whom? In this sentence, I am doing the loving. In this sentence it is the spy who is doing the loving. That's the basic rule. But, this does not adequately reflect the way our culture actually uses and has used whom or who for some time. In many cases it has become permissible to use who as an object. Let me show you what I mean. So the thing to remember is that the basic rule is a one way street. Because the way language is changing, whom is on its way out. I imagine in another 50, 75 years we won't be using it all. Is that sad? Sure, a little bit. I mean I'm sad that nobody every uses the pronoun whoso. As in, whoso pulleth this sword from this stone, is rightwise born king of England. We don't use that anymore. It's old fashioned. Now we say, whoever. And that's ok. So we know that the basic rule is that you use who as a subject and whom as an object. Well you can also now use who as an object. The only thing you can't do is whom is not a subject. That's the thing you need to remember, is that whom's use is not expanding. It is contracting. Who is taking over some of whom's duties. So let's go back to that spy example. So here are the four possible options, right? The spy who loved me, the spy whom loved me, the spy who I loved, and the spy whom I loved. Now of these, only this one is incorrect. Because we're trying to use whom as a subject. But here, the spy who I loved, where who is being an object, by the informal rules of our grammar today, this is fine. Either of these is fine. The only one that's not fine is this guy right here. The spy whom loved me. Because this language change is going in one direction. And it's in the direction of whom being used less often. So whom never expands from its original position. Who does. So the next time you're puzzling over what to do in the event of the sentence who are you talking to, and whether or not this pronoun here should be who or whom, it's really an issue of tone rather than correctness. Because both possibilities are equally understandable. Yes, technically if you wanted to be very correct you would say whom are you talking to, or you are talking to whom, because whom is the object of this preposition. It's to whom, and so therefore we would use the object form. But you find that when you separate it out in this question, when you put the to at the end, and the whom question particle at the beginning, this m just kind of falls away. Cause we're more likely to use whom when it's immediately preceded by a preposition. But otherwise, it's probably more likely gonna be who. Which is why it's not that big of a deal to say who are you talking to. It's not technically correct, but it's been used for so long that it's fine. You are talking to who is a little bit more formal of a construction, and therefore you would probably want to use whom. Saying you are talking to who is not as common. So in this wild swamp of rule breaking there is one hard grammar rule to pay attention to. And it's just never use whom as a subject. The role of whom in our constellation of pronouns is decreasing, not expanding. Who is taking over whom. And since who is the subject, whom is not moving into that space. Whom is the object pronoun, and you use it when you're feeling fancy. You can learn anything. David out."
3,Parts of speech: the pronoun,4,"Subject, object, person, and number",1,Subject and object pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/v/subject-and-object-pronouns-the-parts-of-speech-grammar,Video,q5HmV3Czl6g,334,transcripts\unit-03\lesson-04-01-Subject-and-object-pronouns.txt,"- [Voiceover] All right, so grammarians, I want to talk to you about the difference between subject and object pronouns, but before we do that, let's start off with a little primer on what subjects and objects actually are, Just generally for our grammatical purposes. In grammar, the subject is the part of the sentence or clause that does a thing. The subject does a thing. The object, on the other hand, is the thing that is acted on, has stuff done to it, so the object has stuff done to it. The subject acts, the object is acted upon, let's give an example. In the sentence, Reina wrote an e-mail, the subject of the sentence, the doer of the thing is Reina, right, as the subject. The thing she is doing is writing an e-mail, so Reina wrote an e-mail. E-mail is the object of the verb wrote. It is the object of the sentence. Now, there are cases when a sentence doesn't have an object. For example, we could just say Reina wrote. It doesn't have an object, it's just Reina's the subject, and then there is no object. This is what we call intransitive usage, but you don't need to write that down or anything. Now, understanding the relationship between e-mail and Reina enables you to understand how subject and object pronouns are used. When we're subbing out these nouns for pronouns, we can figure out which ones we have to use, because pronouns have different forms depending on whether or not they are subjects or objects. Reina is a girl's name, and if we know that Reina is a girl, we can refer to her as either she or her. These are two of the feminine pronouns. One of these is a subject, and one of them is an object. She is the subject form, and her is the object form. If we wanted to rewrite this sentence, speaking of Reina, we would say, she wrote an e-mail. Not, her wrote an e-mail, you see. Because her is the object pronoun, and therefore is the thing that, the object pronoun has stuff done to it, as opposed to the doer of things. She is the subject form, it's the doer. For e-mail it's easy, this just becomes it in all cases. The subject form, and the object form are the same. Let's do a couple more examples just to shore this up so you see what I mean. I give her a present. Right now, I is the subject, her is the object. Subject, object, but what if we switched it? What would it look like then? Well it wouldn't be her give I a present, because since we're switching the subject and the object, we're gonna be switching the pronouns that we use too, so it would be, she gave me a present. Now, she is the subject form of her, and me is the subject, is the object form, excuse me, me is the object form of I. Get a little period in there. Same thing with they and he. They showed him a guitar. Why not? They is the subject, and him is the object. Let's give it the old switcheroo. He showed them a guitar. Now, we do the switcheroo, him becomes he, so we go from the object form which is him to the subject from which is he, and then they, the subject form becomes them, the object form. Now when it comes to you and it, you're in luck, because the subject and object forms of these are the same, so subject equals object, with you and it. I could say you give it a present just as easily as I could say it gives you a present. I didn't realize I changed this to the past tense. She gives me a present. There we go, that's better. That's the difference between a subject and an object pronoun. You can learn anything. David out."
3,Parts of speech: the pronoun,4,"Subject, object, person, and number",2,Grammatical person and pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/v/grammatical-person-and-pronouns-the-parts-of-speech-grammar,Video,dFFRD7GAEUA,279,transcripts\unit-03\lesson-04-02-Grammatical-person-and-pronouns.txt,"- [Voiceover] Serious question, grammarians. What's the difference between me and you? Well, in order to get, I mean I don't mean that, you know, in a snarky way, I mean that in like a conceptual way. What's the difference, in terms of these two pronouns, what separates them? Well, one's about me and one's about you, but that seems kind of like a pretty easy distinction that's right there on the face of it, right. English, like other languages, has this thing that grammarians call person. Obviously, we all know what a person is, it's a human being, but person as a grammatical concept is a way of distinguishing between me, you and everybody else. In fact, we have special terms for this. So, any group containing me is the first person. Any group containing you is the second person, and everybody else falls into the third person. So, whenever I talk about, you know, third person singular, or first person plural, all I'm really doing is going back to these columns of, am I involved, are you involved, or is everybody else involved? Right, so both me and us or I and we are first person pronouns, because they're about me or a group that contains me. Likewise, you is the second person. That's kind of it, both singular and plural. Everybody else, that's he, she, they, them, everybody, it, nothing, everything that is neither me nor you falls into the everybody else third person category. So, let's say you were giving someone advice in a kind of sideways way, like, one ought not to place one's hands on a hot stove. Alright, the temptation might be, in some cases, you might forget what pronoun you started out with. One is a third person pronoun and the temptation might sometimes be, you know, you forget about it, sounds like you're saying, a piece of advice, one ought not to place your hands on a hot stove. Well, you know, I mean this is still not a good idea to put your hands on a hot stove, but you have to remember which, what you're trying to connect here. This is a third person pronoun and this is a second person pronoun, and the two of them do not match up, they do not, as we say in grammar, agree, sad face. So, what you need to take care to do is to make sure that if you're, if you start off talking about one, even if you're being kind of silly and pompous, you've got to stick with one. If you start out talking about you, you got to stick with you, or I guess I could have changed this back to one but I wanted to pop with the pink. Because if you don't do this, then you run the risk of being confusing and unclear. So, you have to make sure that if you start off using one grammatical person, you have to maintain use of that grammatical person for as long as you're talking about the same notion, the same idea, the same person. I used to take harmony singing classes at the Old Town School of Folk Music in Chicago and I had this instructor who said that the best way to sing harmony was to remember to stay in your lane and I think that's a good way to conceive how to think about grammatical person is if you start in one lane, don't cross over by the end of the sentence. Begin, begin your sentence in the same lane as you started. You can learn anything, David out."
3,Parts of speech: the pronoun,4,"Subject, object, person, and number",3,Pronoun number,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/v/pronoun-number-the-parts-of-speech-grammar,Video,iqldLGr2aug,318,transcripts\unit-03\lesson-04-03-Pronoun-number.txt,"- [Voiceover] So here's something weird and cool about English and languages in general. It's that they have a sense of number kind of encoded into them. We call this grammatical number. And the way this plays out is in the difference between singular and plural in English. The idea of there being one of a thing or more than one of a thing. More than one of a thing. There we go. And this extends throughout the language and I want to talk about today, the way it applies to pronouns. So the singular form of me is me. Right, that's the singular form. The plural form of it, excuse me. The plural form of me is us. Because you know, there are many. Assuming, okay, assuming I was cloned. There's one of me, fine, that's singular. But let's say I walk into like a cloning machine, you know, and it's like, a part of it has got little bubbles and it's full of this weird, viscous liquid. It shoots out another David. Suddenly there's two David's. May the earth tremble. But how do we refer to ourselves? More than one me is us. The grammatical number increases. I'm part of a group now. Or for a more normal prosaic, non-cloning example, let's say my sister and I are going out for coffee. I'd refer to the two of us together as us. That's the grammatical number, it's plural. So it's important to remember when you are writing or speaking, to keep singular and plural straight throughout the course of a sentence or a paragraph because you don't want to mislead people into thinking you're talking about something else. Let me show you what I mean. For example, I would say I looked at my watch. I don't have a watch anymore. Do you have watches? Do people still have watches? Now I wouldn't say, I looked at our watch, unless, I don't know, a partner and I shared a watch. Unless my little sister and I both had the same watch and we traded it back and forth each month. Which is pretty unlikely and kind of silly. And so what I'm trying to say is that ""our"" doesn't agree, doesn't match up with ""I"" or ""my."" This is plural and this is singular. That is a very strange place to wear a watch. What is that, at the elbow? Alright, so we've got the dog wagged its tail. Dog is singular, its is singular. Want to make sure these things match up. We made our beds. This is plural and this is plural. As opposed to we made my beds. Which, who has multiple beds first of all. But it would also sound like multiple people, including me, were assisting me in making my many beds. There are two exceptions to this. And they are you and they. And either one can be singular or plural. So there can be a singular you or a plural you. There can be a singular they or a plural they. And I'll explain more about singular they later. The important thing is to be consistent overall. So if you establish that something is singular, you need to maintain that singularity throughout the rest of talking about that thing. So if I'm talking about cantaloupe, and here's a test, can I spell cantaloupe in real time without looking it up. That looks right to me. The cantaloupe was delicious. In the next sentence, I would say I ate it in one sitting. And it's not I ate them, it's I ate it because there's only one cantaloupe, you see? That's what I mean about grammatical number and grammatical number agreement. You just want to make sure that this thing, which we call an antecedent, links up with a pronoun. So the thing you say before you use the pronoun has to match up in terms of whether it's singular or plural. You get that figured out, you will be a master of grammatical number. You can learn anything. David out."
3,Parts of speech: the pronoun,5,"Indefinite pronouns, pronoun vagueness, and emphatic pronouns",1,Indefinite pronouns,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/indefinite-pronouns-pronoun-vagueness-and-emphatic-pronouns/v/indefinite-pronouns-the-parts-of-speech-grammar,Video,gaMFyEravAs,302,transcripts\unit-03\lesson-05-01-Indefinite-pronouns.txt,"- [Voiceover] Hey grammarians, today I'm gonna talk about the idea of the indefinite pronoun, which looks kinda complicated but really just does what it says on the tin. An indefinite pronoun is just that, it's indefinite, undefined, uncertain. These are pronouns that we use when we're not being especially specific. Words like any, anybody, each, everyone, nobody. Any time I need to remember what words fall into this category of indefinite pronouns, I just think of the song Everybody Needs Somebody to Love, originally by Solomon Burke, and then later made famous by the Rolling Stones and the Blues Brothers. So a cool thing about indefinite pronouns, actually there are a couple. Number one, they can be used as both subject or object in a sentence. So if you said to me, ""David, do you want pizza?"" I could respond, ""Yes, please! I'd love some,"" using it as an object, or equally plausibly I could say, ""Yes, please! Some would be great,"" using it as a subject. Another really cool thing about indefinite pronouns is that the words both, neither, and either retain the dual. They are some of the only words in English that refer to only two things. So these three pronouns are actually a little bit less indefinite than most indefinite pronouns because they refer to a set of two things. So if someone asks me, ""Do you like mangoes or cherries more?"" I could say, ""I like both equally,"" referring to the cherries and the mangoes at the same time. And this is really strange because, in English, this dual case doesn't really exist anymore except for in very limited amounts because English distinguishes between whether or not there's one of something and more than one of something, but this is one of the very few cases where we ever distinguish between more than one of something and specifically two of something. There are not a whole lot of words in English that refer to that, so I think that's really cool. The third cool thing about indefinite pronouns is that they're usually treated as singular, usually. So words like both, neither, and either are obviously plural but there are some that are a little bit fuzzier. For example, in this sentence, ""Nobody was home,"" we use the word was, the singular form. Even though that nobody could refer to multiple people, or it's really referring to the absence of anyone. Similarly, in this sentence ""Everybody knows that I love onions,"" we use the word knows, just like we'd say he knows, she knows, it knows. So that's the singular form of that verb. Even though the idea of everybody would seem to refer to more than one person. The indefinite pronoun that we use to refer everybody usually conjugates the third person singular form of verbs, usually. Let's get to one of the weirder examples, though, because sometimes the context can carry you along into something that might seem a little quote, unquote ""ungrammatical"" but really reflects the way that language is used today. And so although you might say ""Everyone is looking at me,"" here's an example from Garner's Modern American Usage, which is one of the several car-sized books I'm using to construct this grammar course. ""Everyone was crouched behind furniture to surprise me, ""but I already knew they were there."" And you can see in the beginning of this sentence, we say ""Everyone was,"" but then in the second part of the sentence, we say ""they were,"" and we're using they to refer to everyone. So how can this be? This doesn't seem grammatical. But as Garner says, ""Sometimes meaning rather than grammar governs agreement."" Is this grammatical? Yes, in that it makes sense. Does it adhere concretely and in an iron-clad way to these rules that we've established? No, but language is kind of messy in that way. Sometimes the meaning of the sentence, the fact that here everyone refers to multiple people is going to override the rules that are previously established. And that's okay, as long as you're making sense. So relative pronouns are usually singular, unless the context drags them into the realm of plural. So like their name implies, sometimes indefinite pronouns can be a little... indefinite. Alright, here are the three cool things about indefinite pronouns. Number one, they can be used as subjects or objects. Both, neither, and either retain the dual form, which is super weird. And number three, indefinite pronouns are usually treated as singular. Usually. I know that's confusing, but I have faith in you. You can learn anything. David, out."
